,region,league_name,Torneo Nombre,Fecha Torneo,Stage,Team 1 ID,Team1_Name,Outcome 1,Team 2 ID,Team2_Name,Outcome 2,eventTime
14,NORTH AMERICA,LCS Challengers Qualifiers,#2 Summer 2023,2023-07-20,Groups,107580483738977500,Winthrop University,win,110534714934488523,CB Gaming,loss,2023-08-05T19:39:26.496Z
15,NORTH AMERICA,LCS Challengers Qualifiers,#2 Summer 2023,2023-07-20,Groups,110733881542862348,Cold Hearted,loss,109783149221216052,Lit Esports,win,2023-07-23T18:03:11.937Z
16,NORTH AMERICA,LCS Challengers Qualifiers,#2 Summer 2023,2023-07-20,Groups,109981647134921596,CCG Esports,loss,110534696811298545,Apex Mission Impossible,win,2023-07-23T20:52:01.503Z
17,NORTH AMERICA,LCS Challengers Qualifiers,#2 Summer 2023,2023-07-20,Groups,109783149221216052,Lit Esports,win,110534696811298545,Apex Mission Impossible,loss,2023-07-30T17:49:45.220Z
18,NORTH AMERICA,LCS Challengers Qualifiers,#2 Summer 2023,2023-07-20,Groups,110534696811298545,Apex Mission Impossible,win,109981647134921596,CCG Esports,loss,2023-08-05T17:45:13.625Z
19,NORTH AMERICA,LCS Challengers Qualifiers,#2 Summer 2023,2023-07-20,knockouts,109981650516317055,Mirage Alliance,win,110534696811298545,Apex Mission Impossible,loss,2023-08-06T17:33:40.840Z
20,NORTH AMERICA,LCS Challengers Qualifiers,#2 Summer 2023,2023-07-20,knockouts,107580497041999074,Team Ambition,win,110733864366329081,Team E Turner,loss,2023-08-06T19:44:17.765Z
21,NORTH AMERICA,LCS Challengers Qualifiers,#2 Summer 2023,2023-07-20,knockouts,110733877357854829,Gentle Hearts Gaming,loss,110733870612047344,Team Coachify,win,2023-08-06T17:46:40.473Z
22,NORTH AMERICA,LCS Challengers Qualifiers,#2 Summer 2023,2023-07-20,knockouts,107580483738977500,Winthrop University,win,109783149221216052,Lit Esports,loss,2023-08-06T19:49:27.167Z
23,NORTH AMERICA,LCS Challengers Qualifiers,#2 Summer 2023,2023-07-20,knockouts,107580497041999074,Team Ambition,loss,109981650516317055,Mirage Alliance,win,2023-08-12T18:00:05.249Z
24,NORTH AMERICA,LCS Challengers Qualifiers,#2 Summer 2023,2023-07-20,knockouts,107580483738977500,Winthrop University,loss,110733870612047344,Team Coachify,win,2023-08-12T20:47:53.600Z
25,NORTH AMERICA,LCS Challengers Qualifiers,#2 Summer 2023,2023-07-20,knockouts,109981650516317055,Mirage Alliance,win,110733870612047344,Team Coachify,loss,2023-08-13T18:02:30.314Z
26,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521637552587612,Team Phantasma,loss,105521706535388095,Anorthosis Famagusta Esports,win,2023-06-20T19:21:27.184Z
27,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521706535388095,Anorthosis Famagusta Esports,win,102787200149928963,WLGaming Esports,loss,2023-06-05T20:01:13.423Z
28,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521674055625312,Gamespace Mediterranean College Esports,loss,105521706535388095,Anorthosis Famagusta Esports,win,2023-06-06T17:47:32.036Z
29,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,108078422885368642,Panathinaikos Esports,win,105521706535388095,Anorthosis Famagusta Esports,loss,2023-06-13T18:46:27.426Z
30,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521706535388095,Anorthosis Famagusta Esports,win,107067065368380132,Wild Panthers Esports,loss,2023-06-14T19:44:21.775Z
31,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521706535388095,Anorthosis Famagusta Esports,win,109671413728531527,Pentagon Rejects,loss,2023-06-07T18:39:36.344Z
32,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521706535388095,Anorthosis Famagusta Esports,win,105521293297166647,Hell Zerolag Esports,loss,2023-06-21T19:33:53.417Z
33,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521637552587612,Team Phantasma,loss,102787200149928963,WLGaming Esports,win,2023-06-13T19:47:45.051Z
34,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521674055625312,Gamespace Mediterranean College Esports,win,105521637552587612,Team Phantasma,loss,2023-06-07T16:48:57.236Z
35,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521637552587612,Team Phantasma,loss,108078422885368642,Panathinaikos Esports,win,2023-06-06T19:49:25.735Z
36,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,107067065368380132,Wild Panthers Esports,win,105521637552587612,Team Phantasma,loss,2023-06-21T16:52:27.221Z
37,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521637552587612,Team Phantasma,win,109671413728531527,Pentagon Rejects,loss,2023-06-14T16:45:19.921Z
38,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521293297166647,Hell Zerolag Esports,loss,105521637552587612,Team Phantasma,win,2023-06-05T18:40:01.170Z
39,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521674055625312,Gamespace Mediterranean College Esports,loss,102787200149928963,WLGaming Esports,win,2023-06-21T17:48:20.684Z
40,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,102787200149928963,WLGaming Esports,win,108078422885368642,Panathinaikos Esports,loss,2023-06-07T19:40:13.998Z
41,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,102787200149928963,WLGaming Esports,win,107067065368380132,Wild Panthers Esports,loss,2023-06-06T18:51:32.392Z
42,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,102787200149928963,WLGaming Esports,win,109671413728531527,Pentagon Rejects,loss,2023-06-20T18:29:04.554Z
43,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,102787200149928963,WLGaming Esports,win,105521293297166647,Hell Zerolag Esports,loss,2023-06-14T17:39:52.766Z
44,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,108078422885368642,Panathinaikos Esports,win,105521674055625312,Gamespace Mediterranean College Esports,loss,2023-06-14T18:47:01.984Z
45,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,107067065368380132,Wild Panthers Esports,loss,105521674055625312,Gamespace Mediterranean College Esports,win,2023-06-20T16:39:02.399Z
46,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,109671413728531527,Pentagon Rejects,win,105521674055625312,Gamespace Mediterranean College Esports,loss,2023-06-05T17:42:24.487Z
47,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521674055625312,Gamespace Mediterranean College Esports,win,105521293297166647,Hell Zerolag Esports,loss,2023-06-13T17:45:23.925Z
48,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,108078422885368642,Panathinaikos Esports,win,107067065368380132,Wild Panthers Esports,loss,2023-06-05T16:34:44.453Z
49,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,108078422885368642,Panathinaikos Esports,win,109671413728531527,Pentagon Rejects,loss,2023-06-21T18:40:17.222Z
50,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521293297166647,Hell Zerolag Esports,loss,108078422885368642,Panathinaikos Esports,win,2023-06-20T17:32:45.306Z
51,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,107067065368380132,Wild Panthers Esports,win,109671413728531527,Pentagon Rejects,loss,2023-06-13T16:50:47.657Z
52,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521293297166647,Hell Zerolag Esports,win,107067065368380132,Wild Panthers Esports,loss,2023-06-07T17:45:25.752Z
53,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521293297166647,Hell Zerolag Esports,loss,109671413728531527,Pentagon Rejects,win,2023-06-06T16:49:55.846Z
54,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521706535388095,Anorthosis Famagusta Esports,win,105521637552587612,Team Phantasma,loss,2023-06-28T19:46:31.302Z
55,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521706535388095,Anorthosis Famagusta Esports,win,102787200149928963,WLGaming Esports,loss,2023-07-12T20:01:02.798Z
56,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521706535388095,Anorthosis Famagusta Esports,win,105521674055625312,Gamespace Mediterranean College Esports,loss,2023-07-11T17:34:09.539Z
57,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521706535388095,Anorthosis Famagusta Esports,win,108078422885368642,Panathinaikos Esports,loss,2023-07-05T18:38:48.857Z
58,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,107067065368380132,Wild Panthers Esports,loss,105521706535388095,Anorthosis Famagusta Esports,win,2023-07-04T19:36:16.567Z
59,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521706535388095,Anorthosis Famagusta Esports,win,109671413728531527,Pentagon Rejects,loss,2023-07-10T18:44:15.540Z
60,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521293297166647,Hell Zerolag Esports,loss,105521706535388095,Anorthosis Famagusta Esports,win,2023-06-27T20:11:25.774Z
61,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521637552587612,Team Phantasma,loss,102787200149928963,WLGaming Esports,win,2023-07-05T19:45:15.209Z
62,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,108078422885368642,Panathinaikos Esports,loss,105521637552587612,Team Phantasma,win,2023-07-11T19:34:10.639Z
63,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521637552587612,Team Phantasma,win,107067065368380132,Wild Panthers Esports,loss,2023-06-27T17:16:58.393Z
64,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,109671413728531527,Pentagon Rejects,win,105521637552587612,Team Phantasma,loss,2023-07-04T16:40:26.579Z
65,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521637552587612,Team Phantasma,win,105521293297166647,Hell Zerolag Esports,loss,2023-07-12T18:51:48.712Z
66,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,102787200149928963,WLGaming Esports,win,105521674055625312,Gamespace Mediterranean College Esports,loss,2023-06-27T18:14:53.088Z
67,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,102787200149928963,WLGaming Esports,win,108078422885368642,Panathinaikos Esports,loss,2023-07-10T19:40:06.768Z
68,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,107067065368380132,Wild Panthers Esports,loss,102787200149928963,WLGaming Esports,win,2023-07-11T18:41:17.125Z
69,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,109671413728531527,Pentagon Rejects,loss,102787200149928963,WLGaming Esports,win,2023-06-28T18:42:50.140Z
70,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,102787200149928963,WLGaming Esports,win,105521293297166647,Hell Zerolag Esports,loss,2023-07-04T17:45:04.453Z
71,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,108078422885368642,Panathinaikos Esports,loss,105521674055625312,Gamespace Mediterranean College Esports,win,2023-07-04T18:39:46.727Z
72,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521674055625312,Gamespace Mediterranean College Esports,win,107067065368380132,Wild Panthers Esports,loss,2023-06-28T16:50:44.564Z
73,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521674055625312,Gamespace Mediterranean College Esports,win,109671413728531527,Pentagon Rejects,loss,2023-07-12T17:52:22.049Z
74,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521674055625312,Gamespace Mediterranean College Esports,win,105521293297166647,Hell Zerolag Esports,loss,2023-07-05T17:47:30.513Z
75,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,108078422885368642,Panathinaikos Esports,loss,107067065368380132,Wild Panthers Esports,win,2023-07-12T16:54:04.770Z
76,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,109671413728531527,Pentagon Rejects,win,108078422885368642,Panathinaikos Esports,loss,2023-06-27T19:15:33.471Z
77,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,108078422885368642,Panathinaikos Esports,loss,105521293297166647,Hell Zerolag Esports,win,2023-06-28T17:43:56.150Z
78,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,109671413728531527,Pentagon Rejects,loss,107067065368380132,Wild Panthers Esports,win,2023-07-05T16:44:59.731Z
79,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521293297166647,Hell Zerolag Esports,win,107067065368380132,Wild Panthers Esports,loss,2023-07-10T17:52:04.322Z
80,EMEA,Greek Legends League,Summer 2023,2023-06-04,Regular Season,105521293297166647,Hell Zerolag Esports,win,109671413728531527,Pentagon Rejects,loss,2023-07-11T16:32:26.310Z
81,EMEA,Greek Legends League,Summer 2023,2023-06-04,Playoffs,102787200149928963,WLGaming Esports,win,105521706535388095,Anorthosis Famagusta Esports,loss,2023-07-18T16:44:13.617Z
82,EMEA,Greek Legends League,Summer 2023,2023-06-04,Playoffs,105521674055625312,Gamespace Mediterranean College Esports,win,105521637552587612,Team Phantasma,loss,2023-07-19T16:36:31.363Z
83,EMEA,Greek Legends League,Summer 2023,2023-06-04,Playoffs,105521674055625312,Gamespace Mediterranean College Esports,loss,105521706535388095,Anorthosis Famagusta Esports,win,2023-07-25T16:54:40.565Z
84,EMEA,Greek Legends League,Summer 2023,2023-06-04,Playoffs,105521706535388095,Anorthosis Famagusta Esports,win,102787200149928963,WLGaming Esports,loss,2023-08-05T15:42:04.643Z
85,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,107179740624168899,HEET,loss,105520786527322647,KRC Genk Esports,win,2023-06-22T19:20:46.699Z
86,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,107179740624168899,HEET,win,105520822049210915,mCon esports,loss,2023-06-20T17:30:23.108Z
87,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,107179740624168899,HEET,loss,109539675734129088,Northern Lions Esports,win,2023-06-15T19:24:25.306Z
88,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,110424394375218208,A One Man Army,win,107179740624168899,HEET,loss,2023-06-13T20:44:00.712Z
89,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,107179740624168899,HEET,loss,105520796734358045,Team 7AM,win,2023-06-06T17:37:41.557Z
90,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,110424397251619481,Myth Esports,loss,107179740624168899,HEET,win,2023-06-27T18:38:03.861Z
91,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,107179740624168899,HEET,loss,107128093558481418,ZennIT,win,2023-06-08T20:30:46.549Z
92,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520786527322647,KRC Genk Esports,loss,105520822049210915,mCon esports,win,2023-06-13T18:47:17.333Z
93,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,109539675734129088,Northern Lions Esports,win,105520786527322647,KRC Genk Esports,loss,2023-06-08T17:29:52.754Z
94,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520786527322647,KRC Genk Esports,loss,110424394375218208,A One Man Army,win,2023-06-15T17:43:17.076Z
95,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520786527322647,KRC Genk Esports,win,105520796734358045,Team 7AM,loss,2023-06-27T19:32:57.265Z
96,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520786527322647,KRC Genk Esports,win,110424397251619481,Myth Esports,loss,2023-06-20T19:59:56.091Z
97,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,107128093558481418,ZennIT,win,105520786527322647,KRC Genk Esports,loss,2023-06-06T18:41:12.534Z
98,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,109539675734129088,Northern Lions Esports,win,105520822049210915,mCon esports,loss,2023-06-27T17:42:37.048Z
99,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520822049210915,mCon esports,win,110424394375218208,A One Man Army,loss,2023-06-06T19:51:11.936Z
100,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520822049210915,mCon esports,loss,105520796734358045,Team 7AM,win,2023-06-15T20:31:26.124Z
101,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520822049210915,mCon esports,loss,110424397251619481,Myth Esports,win,2023-06-08T19:27:34.706Z
102,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520822049210915,mCon esports,loss,107128093558481418,ZennIT,win,2023-06-22T20:21:45.802Z
103,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,110424394375218208,A One Man Army,win,109539675734129088,Northern Lions Esports,loss,2023-06-20T19:09:52.546Z
104,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,109539675734129088,Northern Lions Esports,loss,105520796734358045,Team 7AM,win,2023-06-22T18:24:15.789Z
105,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,110424397251619481,Myth Esports,loss,109539675734129088,Northern Lions Esports,win,2023-06-06T20:47:35.750Z
106,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,109539675734129088,Northern Lions Esports,loss,107128093558481418,ZennIT,win,2023-06-13T19:50:57.939Z
107,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520796734358045,Team 7AM,win,110424394375218208,A One Man Army,loss,2023-06-08T18:31:56.067Z
108,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,110424397251619481,Myth Esports,loss,110424394375218208,A One Man Army,win,2023-06-22T17:33:20.640Z
109,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,110424394375218208,A One Man Army,loss,107128093558481418,ZennIT,win,2023-06-27T20:23:10.873Z
110,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520796734358045,Team 7AM,win,110424397251619481,Myth Esports,loss,2023-06-13T17:46:53.447Z
111,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520796734358045,Team 7AM,win,107128093558481418,ZennIT,loss,2023-06-20T18:20:44.333Z
112,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,107128093558481418,ZennIT,win,110424397251619481,Myth Esports,loss,2023-06-15T18:33:34.583Z
113,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520786527322647,KRC Genk Esports,loss,107179740624168899,HEET,win,2023-07-18T18:30:23.303Z
114,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,107179740624168899,HEET,win,105520822049210915,mCon esports,loss,2023-07-13T20:07:06.922Z
115,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,109539675734129088,Northern Lions Esports,loss,107179740624168899,HEET,win,2023-07-11T18:37:46.643Z
116,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,107179740624168899,HEET,loss,110424394375218208,A One Man Army,win,2023-07-06T17:33:26.350Z
117,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520796734358045,Team 7AM,win,107179740624168899,HEET,loss,2023-06-29T20:22:07.478Z
118,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,107179740624168899,HEET,win,110424397251619481,Myth Esports,loss,2023-07-20T19:39:24.615Z
119,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,107179740624168899,HEET,win,107128093558481418,ZennIT,loss,2023-07-04T17:30:13.537Z
120,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520786527322647,KRC Genk Esports,win,105520822049210915,mCon esports,loss,2023-07-06T19:08:28.138Z
121,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520786527322647,KRC Genk Esports,win,109539675734129088,Northern Lions Esports,loss,2023-07-04T20:20:43.341Z
122,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520786527322647,KRC Genk Esports,win,110424394375218208,A One Man Army,loss,2023-07-11T20:26:54.111Z
123,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520796734358045,Team 7AM,win,105520786527322647,KRC Genk Esports,loss,2023-07-20T18:43:32.411Z
124,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,110424397251619481,Myth Esports,loss,105520786527322647,KRC Genk Esports,win,2023-07-13T17:37:26.076Z
125,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,107128093558481418,ZennIT,loss,105520786527322647,KRC Genk Esports,win,2023-06-29T19:34:28.665Z
126,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,109539675734129088,Northern Lions Esports,loss,105520822049210915,mCon esports,win,2023-07-20T17:48:58.204Z
127,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,110424394375218208,A One Man Army,win,105520822049210915,mCon esports,loss,2023-06-29T18:34:26.339Z
128,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520796734358045,Team 7AM,win,105520822049210915,mCon esports,loss,2023-07-11T17:29:05.398Z
129,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,110424397251619481,Myth Esports,win,105520822049210915,mCon esports,loss,2023-07-04T18:29:07.282Z
130,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520822049210915,mCon esports,loss,107128093558481418,ZennIT,win,2023-07-18T20:37:07.801Z
131,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,109539675734129088,Northern Lions Esports,loss,110424394375218208,A One Man Army,win,2023-07-13T18:29:57.109Z
132,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520796734358045,Team 7AM,win,109539675734129088,Northern Lions Esports,loss,2023-07-18T19:26:55.492Z
133,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,109539675734129088,Northern Lions Esports,loss,110424397251619481,Myth Esports,win,2023-06-29T17:35:05.236Z
134,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,109539675734129088,Northern Lions Esports,loss,107128093558481418,ZennIT,win,2023-07-06T18:19:49.439Z
135,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,110424394375218208,A One Man Army,loss,105520796734358045,Team 7AM,win,2023-07-04T19:21:54.142Z
136,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,110424397251619481,Myth Esports,win,110424394375218208,A One Man Army,loss,2023-07-18T17:36:08.566Z
137,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,110424394375218208,A One Man Army,win,107128093558481418,ZennIT,loss,2023-07-20T20:26:22.970Z
138,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520796734358045,Team 7AM,win,110424397251619481,Myth Esports,loss,2023-07-06T19:58:31.716Z
139,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,105520796734358045,Team 7AM,loss,107128093558481418,ZennIT,win,2023-07-13T19:20:57.969Z
140,EMEA,Elite Series,Summer 2023,2023-06-04,Regular Season,110424397251619481,Myth Esports,loss,107128093558481418,ZennIT,win,2023-07-11T19:35:15.204Z
141,EMEA,Elite Series,Summer 2023,2023-06-04,Playoffs,105520796734358045,Team 7AM,win,107128093558481418,ZennIT,loss,2023-08-01T17:30:18.998Z
142,EMEA,Elite Series,Summer 2023,2023-06-04,Playoffs,105520786527322647,KRC Genk Esports,win,110424394375218208,A One Man Army,loss,2023-08-03T17:33:34.796Z
143,EMEA,Elite Series,Summer 2023,2023-06-04,Playoffs,105520786527322647,KRC Genk Esports,win,107128093558481418,ZennIT,loss,2023-08-05T11:44:54.890Z
144,EMEA,Elite Series,Summer 2023,2023-06-04,Playoffs,105520796734358045,Team 7AM,win,105520786527322647,KRC Genk Esports,loss,2023-08-12T11:41:45.676Z
145,EMEA,SuperLiga,Summer 2023,2023-05-28,Regular Season,102787200126663579,Giants,win,107467794614674479,FnaticTQ,loss,2023-05-29T20:36:38.811Z
146,EMEA,SuperLiga,Summer 2023,2023-05-28,Regular Season,107467794614674479,FnaticTQ,loss,103877625775457850,Movistar Riders,win,2023-05-30T20:33:21.802Z
147,EMEA,SuperLiga,Summer 2023,2023-05-28,Regular Season,107467794614674479,FnaticTQ,loss,105532791598779236,UCAM,win,2023-06-15T17:01:40.972Z
148,EMEA,SuperLiga,Summer 2023,2023-05-28,Regular Season,107467803833323099,Los Heretics,win,107467794614674479,FnaticTQ,loss,2023-06-08T16:30:21.904Z
149,EMEA,SuperLiga,Summer 2023,2023-05-28,Regular Season,107422385694193066,Bar̤a Esports,win,107467794614674479,FnaticTQ,loss,2023-06-01T17:40:01.876Z
150,EMEA,SuperLiga,Summer 2023,2023-05-28,Regular Season,107467827374313054,Finetwork KOI,win,107467794614674479,FnaticTQ,loss,2023-06-13T18:28:29.551Z
151,EMEA,SuperLiga,Summer 2023,2023-05-28,Regular Season,107467794614674479,FnaticTQ,loss,107564167676290839,Rebels,win,2023-06-22T17:25:33.888Z
152,EMEA,SuperLiga,Summer 2023,2023-05-28,Regular Season,107467794614674479,FnaticTQ,loss,107467834753797729,Bisons,win,2023-06-20T16:37:46.507Z
